tempmax,tempmin,temp,humidity,precip,precipprob,precipcover,windspeed,sealevelpressure,month,dayofweek,weekofyear,temp_humidity,temp_range,heat_index,conditions
39,25.1,32.1,40.3,0,0,0,20.5,1005.2,5,4,20,1293.63,13.9,137.5006723,Partially cloudy
40,25.2,32.5,35.9,0,0,0,17.5,1004.2,5,5,20,1166.75,14.8,127.8603886,Clear
40.4,24,32.4,33.9,0,0,0,18.4,1002.7,5,6,20,1098.36,16.4,123.9116733,Partially cloudy
41,24.8,32.8,32.4,0,0,0,18.4,1001.7,5,0,21,1062.72,16.2,119.6666891,Partially cloudy
41,23.8,33.6,26.2,0,0,0,14.8,1001,5,1,21,880.32,17.2,103.4903605,Partially cloudy
40,24.1,33.1,23.2,0,0,0,20.5,1000.8,5,2,21,767.92,15.9,96.43054427,Clear
42,26,34.8,21.9,0,0,0,24.1,1000,5,3,21,762.12,16,90.86979553,Clear
44,25.5,35.6,23.3,0,0,0,20.5,999.9,5,4,21,829.48,18.5,93.44698017,Clear
44,27.9,37.1,23.5,0,0,0,22.3,1001,5,5,21,871.85,16.1,92.07501913,Partially cloudy
45,30.6,38.2,20,0,0,0,22.3,1001.7,5,6,21,764,14.4,82.87203661,Partially cloudy
44,28.9,37.1,24.8,0,0,0,21,1001.3,5,0,22,920.08,15.1,94.99271782,Clear
45.3,28.9,38,23.7,0,0,0,20.3,999.4,5,1,22,900.6,16.4,91.44137591,Partially cloudy
45.2,30.6,37.9,23.2,0,0,0,22.3,997.9,5,2,22,879.28,14.6,90.46010374,Partially cloudy
34.8,28,30,83.3,7.253,100,8.33,18.4,1003.2,7,1,30,2499,6.8,173.0626333,"Rain, Partially cloudy"
39,25.7,32.1,40.4,0.766,100,4.17,22.6,1003.2,5,1,19,1296.84,13.3,137.6821494,"Rain, Partially cloudy"
33.9,24,28.6,62.8,0,0,0,22.3,1005.1,5,5,22,1796.08,9.9,180.6531834,Partially cloudy
34.8,25,29.2,40,1.023,100,4.17,27.7,1003.2,4,3,16,1168,9.8,146.1693568,"Rain, Partially cloudy"
35,22,28.7,62.9,0,0,0,9.4,1007.3,6,0,23,1805.23,13,180.2094648,Partially cloudy
36.2,26,31,53.8,0,0,0,22.3,1005.4,6,1,23,1667.8,10.2,161.2827551,Partially cloudy
40.1,25.6,32.1,48.4,4.299,100,8.33,27.7,1003.2,5,3,21,1553.64,14.5,150.2892249,"Rain, Partially cloudy"
34.3,26.8,29.5,74.9,0.17,100,4.17,11.2,1003.3,8,3,34,2209.55,7.5,179.2323408,"Rain, Partially cloudy"
34.7,28,31.2,75.8,0.2,100,8.33,11.2,1003.3,8,3,33,2364.96,6.7,169.6757787,"Rain, Partially cloudy"
36,25,30.3,62.5,0,0,0,14.8,1002,6,5,23,1893.75,11,171.9348906,Partially cloudy
33.6,26.7,30,82.8,0.448,100,4.17,11.4,1003.3,9,6,35,2484,6.9,173.3858733,"Rain, Partially cloudy"
37.1,25.7,31.9,55.6,0,0,0,16.5,1001.4,6,0,24,1773.64,11.4,159.2619705,Clear
40,27.9,34.7,49,0,0,0,20.5,1001.1,6,1,24,1700.3,12.1,141.5395255,Partially cloudy
33.9,27,29,89.1,18.942,100,12.5,13,1003.3,8,4,32,2583.9,6.9,174.2619282,"Rain, Partially cloudy"
40,28.7,34.6,52.8,0,0,0,16.6,999.4,6,3,24,1826.88,11.3,145.7656766,Partially cloudy
40,30.9,35.7,51.1,0,0,0,27.7,998.1,6,4,24,1824.27,9.1,140.127498,Partially cloudy
31,24.6,27.8,87.9,2.119,100,8.33,14.8,1003.3,9,2,36,2443.62,6.4,182.9106385,"Rain, Partially cloudy"
39.7,28.8,34.3,55.9,0,0,0,13,1000.4,6,6,24,1917.37,10.9,149.5365719,Partially cloudy
41.1,30.4,36.1,44.9,0,0,0,16.6,998.4,6,0,25,1620.89,10.7,132.0359916,Partially cloudy
41.4,31.1,35.8,47.2,0,0,0,25,996,6,1,25,1689.76,10.3,135.7374895,Partially cloudy
40.3,30.9,35.4,52.9,0,0,0,18.4,995.6,6,2,25,1872.66,9.4,142.8387933,Partially cloudy
42.2,29.8,36.1,53.6,0,0,0,14.8,996.1,6,3,25,1934.96,12.4,140.8101788,Clear
41,31.2,36,53.4,0,0,0,20.5,998,6,4,25,1922.4,9.8,141.022972,Partially cloudy
36.6,28,30.9,72.2,0.1,100,4.17,16.8,1003.3,7,6,30,2230.98,8.6,171.7480029,"Rain, Partially cloudy"
32.3,23.2,26.8,72.1,9.495,100,20.83,25,1003.3,5,0,22,1932.28,9.1,194.71809,"Rain, Partially cloudy"
36,26.1,31.1,54.1,0.425,100,4.17,11.2,1003.5,6,2,23,1682.51,9.9,161.1819738,"Rain, Partially cloudy"
36.6,28.9,32.8,67.9,0,0,0,14.8,1001.7,6,1,26,2227.12,7.7,161.7706201,Partially cloudy
32,27,29.6,80.8,6.851,100,4.17,13,1003.5,8,5,33,2391.68,5,176.8469578,"Rain, Partially cloudy"
34,26,29.3,84.3,5.231,100,12.5,14.8,1003.5,9,4,35,2469.99,8,176.5268822,"Rain, Partially cloudy"
32,26,28.7,91.2,56.818,100,16.67,14.8,1003.5,8,1,33,2617.44,6,173.8922096,"Rain, Partially cloudy"
40,29.8,34,60.8,0,0,0,23.7,998.1,6,5,26,2067.2,10.2,153.8889772,Partially cloudy
40.2,30.5,36.2,54,0,0,0,26.6,997.2,6,6,26,1954.8,9.7,140.7449165,Partially cloudy
31,23,26.5,87.5,1,100,8.33,16.6,1003.5,9,5,37,2318.75,8,191.6459377,"Rain, Partially cloudy"
37,27.3,32.2,70,0,0,0,16.6,1000.8,6,1,27,2254,9.7,164.968104,Partially cloudy
37.9,30.2,33.9,65,0,0,0,25.2,999.4,7,2,27,2203.5,7.7,155.9601824,Partially cloudy
39.8,31,35.5,61.6,0,0,0,11.2,997,7,3,27,2186.8,8.8,147.8238608,Partially cloudy
32.3,26.8,28.2,91.8,12.208,100,4.17,16.6,1003.5,8,6,31,2588.76,5.5,176.3645775,"Rain, Partially cloudy"
38.9,30,33.6,65,0,0,0,16.6,997.1,7,5,27,2184,8.9,157.338653,Partially cloudy
36.8,27,30.9,51.4,0.045,100,4.17,28.8,1003.5,5,6,21,1588.26,9.8,158.8837125,"Rain, Partially cloudy"
33.2,26.3,28.8,87.6,35.249,100,12.5,9.4,1003.6,8,2,34,2522.88,6.9,176.9217829,"Rain, Partially cloudy"
34.8,26,30,80.3,4.286,100,12.5,12.2,1003.6,7,4,30,2409,8.8,174.7693965,"Rain, Partially cloudy"
32.7,26,28.3,89.1,6.895,100,8.33,14.8,1003.6,8,5,33,2521.53,6.7,178.6230095,"Rain, Partially cloudy"
37.5,28,32.3,72.6,0,0,0,10.4,998.2,7,3,28,2344.98,9.5,164.4153238,Partially cloudy
33.9,22,28,54.9,0.554,100,8.33,21.8,1003.6,5,3,19,1537.2,11.9,175.9439616,"Rain, Partially cloudy"
34,25,30.6,82.1,17.975,100,16.67,13,1003.7,8,5,33,2512.26,9,170.3509663,"Rain, Partially cloudy"
34.8,26,30.7,70.8,0,0,0,16.6,998.6,7,6,28,2173.56,8.8,172.7599712,Partially cloudy
36.8,27,32,64.9,0,0,0,11.5,998.3,7,0,29,2076.8,9.8,164.8500549,Partially cloudy
38,28.9,33.5,64.6,0,0,0,13.7,999.2,7,1,29,2164.1,9.1,157.6799905,Partially cloudy
36.4,30,32.8,68.5,0,0,0,18.4,999.9,7,2,29,2246.8,6.4,161.8544078,Partially cloudy
37.1,29.3,32,71.5,0,0,0,14.8,999,7,3,29,2288,7.8,166.0166986,Partially cloudy
31,26.8,28.5,88.3,24.851,100,8.33,15,1003.7,8,5,33,2516.55,4.2,178.1392558,"Rain, Partially cloudy"
35,30,32.1,75.8,0,0,0,18.4,1000.7,7,5,29,2433.18,5,164.8622392,Partially cloudy
31.8,25.7,27.5,92.7,56.324,100,12.5,15.1,1003.7,8,3,35,2549.25,6.1,179.8092996,"Rain, Partially cloudy"
32,25.8,28.1,87.4,31.474,100,4.17,15.7,1003.7,9,4,36,2455.94,6.2,181.4570811,"Rain, Partially cloudy"
34,25,30,70.4,8.552,100,4.17,18.4,1003.7,9,1,37,2112,9,176.4396951,"Rain, Partially cloudy"
31,26,27.8,91.6,9.253,100,8.33,18.4,1003.7,8,4,33,2546.48,5,179.1538918,"Rain, Partially cloudy"
33.9,24.8,29.2,79,0,0,0,13,1001,7,3,30,2306.8,9.1,179.9577166,Partially cloudy
37.2,25,30.1,61.3,0.47,100,4.17,20.4,1003.7,6,5,22,1845.13,12.2,172.1253058,"Rain, Partially cloudy"
34.9,26.1,30.3,83.4,0,0,0,11.2,1005.4,7,5,30,2527.02,8.8,171.2467174,Partially cloudy
33.1,26.5,29,72.9,1.1,100,8.33,26.1,1003.7,9,4,38,2114.1,6.6,182.1377208,"Rain, Partially cloudy"
36.7,29,32.8,72.6,0,0,0,15.4,1002,7,0,31,2381.28,7.7,161.8684049,Partially cloudy
36.8,29,33.2,73.7,0,0,0,13.5,1000,7,1,31,2446.84,7.8,159.6779376,Partially cloudy
41.5,28.5,35.3,38.3,0.597,100,4.17,46.4,1003.7,5,5,19,1351.99,13,124.8069507,"Rain, Partially cloudy"
31,26,28.7,80.1,0,0,0,13.3,1002.6,7,3,31,2298.87,5,182.4756963,Partially cloudy
33.5,26,28.4,84.2,2.469,100,8.33,13,1003.8,8,6,34,2391.28,7.5,182.0583576,"Rain, Partially cloudy"
32.6,25,28.3,91,11.135,100,12.5,20.5,1003.8,9,4,36,2575.3,7.6,176.6354324,"Rain, Partially cloudy"
40,25,31.7,46,3.896,100,8.33,26.1,1003.8,5,0,20,1458.2,15,148.3370631,"Rain, Partially cloudy"
31,25.7,27.6,91.7,9.357,100,8.33,13,1003.9,9,1,36,2530.92,5.3,180.330638,"Rain, Partially cloudy"
34.1,25,28.1,81.3,10.207,100,8.33,15,1003.9,8,5,35,2284.53,9.1,185.5565352,"Rain, Partially cloudy"
33.6,27,29.2,82.2,3.24,100,4.17,17.1,1003.9,9,0,37,2400.24,6.6,178.4612671,"Rain, Partially cloudy"
33.3,27.9,29.8,84.2,4.253,100,4.17,17.8,1003.9,9,3,36,2509.16,5.4,173.6206885,"Rain, Partially cloudy"
32.4,25,28.5,86.1,16.109,100,12.5,18.4,1003.9,8,1,35,2453.85,7.4,180.0473334,"Rain, Partially cloudy"
32.8,20.8,26.9,68.7,14.299,100,8.33,27.7,1003.9,6,1,22,1848.03,12,193.1242483,"Rain, Partially cloudy"
35.8,28,31,76.2,3.403,100,4.17,13,1004,8,3,34,2362.2,7.8,170.6628559,"Rain, Partially cloudy"
38,24,31.5,48.1,0.34,100,4.17,14.8,1004,6,1,23,1515.15,14,152.1390388,"Rain, Partially cloudy"
33.2,25,28,88.5,12.556,100,12.5,16.6,1004,8,2,35,2478,8.2,181.0930169,"Rain, Partially cloudy"
31.9,24.8,27,90.6,11.128,100,12.5,14.8,1004.1,9,2,36,2446.2,7.1,185.4436756,"Rain, Partially cloudy"
28,24.2,26.1,88.8,42.207,100,16.67,16.1,1004.1,9,4,38,2317.68,3.8,193.1590601,"Rain, Partially cloudy"
35.1,28.2,31.9,72.2,3.585,100,4.17,16.6,1004.1,8,2,33,2303.18,6.9,166.5057207,"Rain, Partially cloudy"
34.6,27,30.6,82.4,0,0,0,11.8,996.8,8,5,33,2521.44,7.6,170.1665419,Partially cloudy
34,27,30,80.3,2.197,100,4.17,21.5,1004.1,7,0,30,2409,7,174.7693965,"Rain, Partially cloudy"
40,25,32.3,48.7,6.924,100,8.33,30.2,1004.1,5,6,19,1573.01,15,149.935639,"Rain, Partially cloudy"
36,28,31.4,68.1,0.493,100,8.33,14.1,1004.2,9,1,38,2138.34,8,168.7465289,"Rain, Partially cloudy"
30.4,25,27.7,92.1,31.643,100,12.5,14.8,1004.2,7,2,30,2551.17,5.4,179.2229215,"Rain, Partially cloudy"
31,25,27.2,87.2,25.701,100,12.5,23,1004.2,9,5,36,2371.84,6,187.3489626,"Rain, Partially cloudy"
32.1,23,27.9,81.9,0.5,100,16.67,18.4,1004.3,8,5,35,2285.01,9.1,186.4869083,"Rain, Partially cloudy"
34.7,26.7,30.3,74.4,0,0,0,19.5,1001.8,8,5,34,2254.32,8,174.8421387,Partially cloudy
32,25,28,81.8,0.2,100,4.17,20.5,1004.3,9,6,37,2290.4,7,185.923452,"Rain, Partially cloudy"
32,26,28.5,78.6,9.403,100,8.33,20.9,1004.3,9,2,37,2240.1,6,184.2148186,"Rain, Partially cloudy"
32.6,26.8,29.2,81.2,0,0,0,14.4,1003,8,1,35,2371.04,5.8,178.9984531,Partially cloudy
33.6,27,30,76.3,0,0,0,14.1,1004.3,8,2,35,2289,6.6,176.1764209,Partially cloudy
34.8,27,30.7,72.9,0,0,0,11.8,1003.5,8,3,35,2238.03,7.8,172.7955933,Partially cloudy
35,25,27.8,90,10.111,100,12.5,25.9,1004.3,9,4,36,2502,10,180.8881239,"Rain, Partially cloudy"
34.6,26,29.8,80.8,0,0,0,11.2,1001.2,8,5,35,2407.84,8.6,175.6821585,Partially cloudy
34,28,30.2,83.8,1.642,100,8.33,11.2,1004.4,8,5,33,2530.76,6,171.5537167,"Rain, Partially cloudy"
32.8,26.2,29,76.8,0,0,0,18.4,1003.2,8,0,36,2227.2,6.6,181.7651749,Partially cloudy
34.6,26,29.9,71.9,0,0,0,12.6,1004.8,9,1,36,2149.81,8.6,177.1211176,Partially cloudy
34.1,26,30.2,74.6,0,0,0,10.3,1006.7,9,2,36,2252.92,8.1,175.3674242,Partially cloudy
40.4,26.4,33.1,31.7,0.03,100,4.17,16.6,1004.4,5,1,18,1049.27,14,117.4316973,"Rain, Partially cloudy"
34.3,28,30.8,71,0.17,100,4.17,16.6,1004.4,8,3,32,2186.8,6.3,172.2467851,"Rain, Partially cloudy"
32.2,25.4,28.6,86.5,1,100,4.17,18.4,1004.4,8,1,34,2473.9,6.8,179.10524,"Rain, Partially cloudy"
34.6,25,29.2,80.9,0,0,0,9.4,1003.5,9,6,36,2362.28,9.6,179.1472803,Partially cloudy
36.6,24.5,29.4,81.4,17.357,100,12.5,19.9,1004.4,9,5,36,2393.16,12.1,177.7145614,"Rain, Partially cloudy"
34.9,26,30.1,75.7,0,0,0,11.2,1004.6,9,1,37,2278.57,8.9,175.7434526,Partially cloudy
35,27.5,31,72.6,0,0,0,14.8,1004.3,9,2,37,2250.6,7.5,171.2055117,Partially cloudy
35,27,30.9,72.7,0,0,0,14.8,1002.2,9,3,37,2246.43,8,171.7338523,Partially cloudy
37,27,31.6,65.1,0,0,0,13,1002.6,9,4,37,2057.16,10,166.8641072,Partially cloudy
36.8,27,31.8,66.9,0,0,0,7.6,1004.9,9,5,37,2127.42,9.8,166.4616155,Partially cloudy
35.8,28,32,68.9,0,0,0,9.4,1004.9,9,6,37,2204.8,7.8,165.8645844,Partially cloudy
36.6,28,31.7,71.3,0,0,0,9.4,1003.8,9,0,38,2260.21,8.6,167.5611474,Partially cloudy
36.7,26,31.7,69.5,0,0,0,10.3,1003.3,9,1,38,2203.15,10.7,167.453226,Partially cloudy
37.6,28.3,32.5,65.5,0,0,0,11.2,1003,9,2,38,2128.75,9.3,162.6554218,Partially cloudy
36.8,28,32.5,63.6,0,0,0,20.5,1002.7,9,3,38,2067,8.8,161.9588822,Partially cloudy
37.8,28,32.9,63.6,0,0,0,16.6,1001.8,9,4,38,2092.44,9.8,160.0954561,Partially cloudy
36.8,28,32.2,66.7,0,0,0,9.7,1002,9,5,38,2147.74,8.8,164.444909,Partially cloudy
36.6,28,32.2,66.6,0,0,0,10.3,1001.5,9,6,38,2144.52,8.6,164.419052,Partially cloudy
36.6,28,32.2,65.8,0,0,0,9.7,1000.4,9,0,39,2118.76,8.6,164.1910131,Partially cloudy
36.5,28.8,31.9,69.4,0,0,0,13.3,1000.7,9,1,39,2213.86,7.7,166.4290669,Partially cloudy
35.7,28.7,31.7,69,0,0,0,10.5,1000.9,9,2,39,2187.3,7,167.388998,Partially cloudy
35,27,30.5,71.1,0,0,0,13,1003,9,3,39,2168.55,8,173.8430178,Partially cloudy
36.9,27.2,31.3,62.9,0,0,0,14.8,1002.6,9,4,39,1968.77,9.7,167.3150381,Partially cloudy
33.6,25.9,29.3,65.4,0,0,0,18,1002.6,9,5,39,1916.22,7.7,178.5750888,Partially cloudy
35.8,24,29.4,59.6,0,0,0,15.3,1005.4,9,6,39,1752.24,11.8,174.2020537,Partially cloudy
35.8,24.6,30,59.6,0,0,0,15.4,1006.5,9,0,40,1788,11.2,171.3262097,Clear
35.9,24.3,29.8,62.1,0,0,0,15.4,1006.2,9,1,40,1850.58,11.6,174.1384801,Clear
35,23,29.1,60.1,0,0,0,16.5,1005.1,9,2,40,1748.91,12,176.0813601,Clear
36.8,23,29.3,58.1,0,0,0,15.2,1004.6,10,3,40,1702.33,13.8,173.3342489,Clear
35.8,22.6,29.1,60.1,0,0,0,15.1,1005.3,10,4,40,1748.91,13.2,176.0813601,Clear
35.8,22.3,28.8,57.1,0,0,0,13,1006.4,10,5,40,1644.48,13.5,174.7054916,Clear
34.8,20.8,27.4,57.2,0,0,0,13,1007.4,10,6,40,1567.28,14,181.5534826,Clear
35,21,27.7,55.8,0,0,0,22.3,1007,10,0,41,1545.66,14,178.4614968,Clear
35.9,20.4,27.9,55.9,0,0,0,14.7,1007.3,10,1,41,1559.61,15.5,177.6306716,Clear
35.8,20.5,28.1,56.7,0,0,0,16.6,1009.2,10,2,41,1593.27,15.3,177.6013164,Clear
35.8,21.1,28,59.5,0,0,0,10.3,1009.6,10,3,41,1666,14.7,180.9841744,Clear
34.8,20.8,27.7,59,0,0,0,7.6,1009.7,10,4,41,1634.3,14,181.9944241,Clear
34.6,21,28,58.9,0,0,0,13,1008.4,10,5,41,1649.2,13.6,180.4047514,Clear
34.9,21.7,27.6,58.2,0,0,0,14.7,1006.5,10,6,41,1606.32,13.2,181.6679446,Clear
34.8,21.2,27.1,60,0,0,0,5.4,1005,10,0,42,1626,13.6,186.0170521,Clear
34.8,21.5,27.7,66.4,0,0,0,7.6,1005.9,10,1,42,1839.28,13.3,187.597686,Clear
34,24.9,28.9,66.6,0,0,0,7.6,1007.3,10,2,42,1924.74,9.1,181.2292684,Partially cloudy
34.6,22,28,53.7,0,0,0,7.9,1008,10,3,42,1503.6,12.6,174.4029348,Partially cloudy
33.8,19.2,26.5,48.6,0,0,0,7.6,1007.9,10,4,42,1287.9,14.6,173.1604516,Clear
34.5,18.9,25.5,55.8,0,0,0,5.4,1008.6,10,5,42,1422.9,15.6,189.2036154,Clear
34.4,18.9,26.1,50.4,0,0,0,13,1008.6,10,6,42,1315.44,15.5,178.0528165,Clear
33.3,17.5,25.7,50.7,0,0,0,16.6,1008.4,10,0,43,1302.99,15.8,180.3769126,Clear
33.8,16.4,24.6,51.2,0,0,0,8.5,1007.9,10,1,43,1259.52,17.4,186.354262,Clear
34.6,16.8,25,54,0,0,0,7.6,1009,10,2,43,1350,17.8,189.0597324,Clear
32.8,19.4,25.1,55,0,0,0,5.8,1007.9,10,3,43,1380.5,13.4,190.0663227,Partially cloudy
33.4,16.5,24.5,57,0,0,0,5.8,1007.4,10,4,43,1396.5,16.9,195.9598263,Partially cloudy
32.6,16.7,23.9,53.6,0,0,0,13,1008.5,10,5,43,1281.04,15.9,193.8732295,Clear
32.8,16.1,23.7,61.4,0,0,0,7.6,1010.9,10,6,43,1455.18,16.7,205.7847256,Clear
32.8,17.1,23.9,56.6,0,0,0,7.7,1012.3,10,0,44,1352.74,15.7,198.5339349,Partially cloudy
31.1,16.6,23.3,55.6,0,0,0,15.6,1012.2,10,1,44,1295.48,14.5,200.1712189,Clear
30.8,14.3,22.2,56.9,0,0,0,7.6,1012.9,10,2,44,1263.18,16.5,208.0897309,Clear
30.7,14.6,21.7,58.3,0,0,0,5.4,1013.9,10,3,44,1265.11,16.1,213.0111066,Clear
30.7,15,22.3,57,0,0,0,11.2,1013.6,10,4,44,1271.1,15.7,207.6991152,Clear
30.8,15.2,22.2,57.2,0,0,0,15,1013.4,10,5,44,1269.84,15.6,208.5556311,Clear
30,12.4,21.2,54.2,0,0,0,13.9,1014.1,11,6,44,1149.04,17.6,208.8856034,Clear
29.4,13.1,20.1,55.4,0,0,0,13,1014.8,11,0,45,1113.54,16.3,217.1122717,Clear
29.7,12.5,20.1,59.5,0,0,0,13,1014.3,11,1,45,1195.95,17.2,224.0858794,Clear
27.5,13.1,19.7,60.6,0,0,0,9.5,1012.9,11,2,45,1193.82,14.4,228.1522371,Clear
30.1,13.6,20.4,59.6,0,0,0,10.6,1014.2,11,3,45,1215.84,16.5,222.465504,Clear
30,13.8,20,60.6,0,0,0,8.8,1017,11,4,45,1212,16.2,226.3388084,Clear
28.4,13.5,20.5,60,0,0,0,16.6,1018,11,5,45,1230,14.9,222.4712482,Clear
28.1,13.3,19.6,64.8,0,0,0,7.6,1018.5,11,6,45,1270.08,14.8,234.3716465,Clear
27.4,12.6,18.8,71.2,0,0,0,7.6,1017,11,0,46,1338.56,14.8,245.8239522,Clear
28.3,12.8,18.9,71.9,0,0,0,9.4,1015.7,11,1,46,1358.91,15.5,245.6133283,Clear
28.5,13.7,19.7,69,0,0,0,11.2,1017.6,11,2,46,1359.3,14.8,237.9421684,Clear
28,13.6,20.3,67.2,0,0,0,7.6,1018.9,11,3,46,1364.16,14.4,232.3850559,Clear
29.3,14,20.2,67.9,0,0,0,6.9,1017.5,11,4,46,1371.58,15.3,233.676622,Clear
27.8,12.7,19.2,72.7,0,0,0,5.4,1015.2,11,5,46,1395.84,15.1,244.0095801,Clear
35.3,29,32.1,72.4,0.17,100,4.17,20.5,1004.4,7,6,29,2324.04,6.3,165.4604695,"Rain, Partially cloudy"
24.8,17.7,20.5,79.5,0,0,0,15.1,1016.3,11,0,47,1629.75,7.1,236.6558724,Partially cloudy
25.5,14,19.4,72.4,0,0,0,13,1014.9,11,1,47,1404.56,11.5,242.4335026,Partially cloudy
24.4,13.2,17.8,69.1,0,0,0,9.4,1013.7,11,2,47,1229.98,11.2,251.0185078,Clear
24.8,11.8,17.3,65.5,0,0,0,9.4,1014.2,11,3,47,1133.15,13,250.3795224,Clear
24.6,10.5,17,63.7,0,0,0,16.6,1015.6,11,4,47,1082.9,14.1,249.9043833,Clear
23.9,9,16.1,63.1,0,0,0,18.4,1016.1,11,5,47,1015.91,14.9,255.002791,Clear
23.7,9.5,15.3,60.6,0,0,0,14.2,1016.7,11,6,47,927.18,14.2,255.9965237,Clear
24.4,8.8,15.7,63.5,0,0,0,9.4,1017,11,0,48,996.95,15.6,258.3435787,Partially cloudy
24.2,9.3,16.3,62.4,0,0,0,9.4,1016.5,11,1,48,1017.12,14.9,252.5386037,Partially cloudy
23,11.3,17.4,65.1,0,0,0,11.2,1016.7,11,2,48,1132.74,11.7,249.1821686,Partially cloudy
24.7,15,19.2,65.3,0,0,0,11.2,1018.9,11,3,48,1253.76,9.7,237.5374172,Partially cloudy
25.8,12,17.7,67,0,0,0,14.4,1020.6,11,4,48,1185.9,13.8,249.4920199,Clear
25.5,11.9,17.4,64.6,0,0,0,16.6,1019.7,11,5,48,1124.04,13.6,248.5115199,Clear
25,9.4,16.3,63.7,0,0,0,8,1018.3,11,6,48,1038.31,15.6,254.5927035,Clear
25.1,9,15.8,66.8,0,0,0,10.1,1017.3,11,0,49,1055.44,16.1,262.4400994,Clear
26.2,10.1,17,69,0,0,0,8,1017.4,12,1,49,1173,16.1,256.5342393,Clear
26.2,10.6,17.5,65.8,0,0,0,14.8,1015.5,12,2,49,1151.5,15.6,249.4104768,Clear
26.5,10,17.1,68.9,0,0,0,9.4,1014.4,12,3,49,1178.19,16.5,255.7247612,Clear
27.2,10.5,17.4,69.3,0,0,0,9.4,1013,12,4,49,1205.82,16.7,254.0145566,Clear
26.7,12.9,18.6,71.9,0,0,0,16.6,1013,12,5,49,1337.34,13.8,247.722737,Clear
27.2,13.6,19.4,72.7,0,0,0,9.4,1015.4,12,6,49,1410.38,13.6,242.6085577,Clear
25.6,13,17.6,84.4,0,0,0,11.2,1017.1,12,0,50,1485.44,12.6,257.9715062,Partially cloudy
26.7,11.9,17.9,74,0,0,0,9.4,1017.2,12,1,50,1324.6,14.8,254.0601545,Clear
27.9,11.9,18.4,71.3,0,0,0,9.4,1015.4,12,2,50,1311.92,16,248.7013628,Clear
27.1,12.7,19,69.9,0,0,0,7.6,1015,12,3,50,1328.1,14.4,243.4344832,Clear
24.2,12.9,18.3,76.2,0,0,0,13,1014.9,12,4,50,1394.46,11.3,252.1498388,Partially cloudy
21.4,13.8,17.2,88.6,0,0,0,11.2,1015.2,12,5,50,1523.92,7.6,259.4512064,Partially cloudy
19.7,11.3,14.5,87,0,0,0,14.8,1015.9,12,6,50,1261.5,8.4,282.8301538,Partially cloudy
17,9.5,13.1,79.9,0,0,0,13,1017.1,12,0,51,1046.69,7.5,294.5288909,Clear
17.8,6.2,11.9,81.5,0,0,0,11.2,1019.1,12,1,51,969.85,11.6,305.3476928,Clear
17.4,7,11.1,84.7,0,0,0,13,1021,12,2,51,940.17,10.4,313.0672279,Clear
14.4,5,9.1,86.9,0,0,0,18.4,1020.3,12,3,51,790.79,9.4,331.6673593,Clear
19.5,5,11.1,66.2,0,0,0,18.4,1018.5,12,4,51,734.82,14.5,296.0565808,Clear
21.6,6,12.2,65.7,0,0,0,16.6,1019.1,12,5,51,801.54,15.6,286.8974759,Clear
22,5.7,12.8,66.6,0,0,0,14.8,1019.5,12,6,51,852.48,16.3,283.910127,Partially cloudy
22.2,7.7,13.7,71.3,0,0,0,11.7,1017.4,12,0,52,976.81,14.5,283.3523679,Partially cloudy
22.8,7.7,13.4,73.3,0,0,0,11.4,1016.2,12,1,52,982.22,15.1,287.7230515,Partially cloudy
22.5,6.3,13.3,76.5,0,0,0,9.4,1015.4,12,2,52,1017.45,16.2,291.0935638,Clear
22.5,6.7,13.4,77.5,0,0,0,8,1015.9,12,3,52,1038.5,15.8,290.8950511,Clear
21.5,6.9,13.2,75.4,0,0,0,14.8,1017,12,4,52,995.28,14.6,291.1154821,Clear
21.4,7,12.8,72.2,0,0,0,11.2,1016.1,12,5,52,924.16,14.4,291.3528358,Clear
21,7.9,14.4,72.5,0,0,0,20.5,1013.8,12,6,52,1044,13.1,279.1764049,Partially cloudy
19,7.6,13.1,60.7,0,0,0,14.7,1016.6,12,0,53,795.17,11.4,271.0018835,Clear
17.5,5.8,10.5,73.9,0,0,0,14.8,1017.7,12,1,53,775.95,11.7,311.9228909,Clear
15.6,5,9.8,83.8,0,0,0,11.2,1019.3,12,2,53,821.24,10.6,324.765342,Partially cloudy
16.4,6,9.3,89.4,0,0,0,9.4,1018.5,12,3,53,831.42,10.4,329.4290319,Partially cloudy
18.1,3.7,10.2,79.2,0,0,0,11.2,1017.9,1,4,53,807.84,14.4,319.1369089,Clear
35,25.4,30.4,59.6,0.2,100,4.17,19.6,1004.5,9,6,38,1811.84,9.6,169.4327109,"Rain, Partially cloudy"
36.1,25.6,29.7,69.2,6.72,100,12.5,32.5,1004.5,8,3,35,2055.24,10.5,177.825256,"Rain, Partially cloudy"
32,20,26.3,75.1,17.357,100,8.33,63,1004.5,5,1,21,1975.13,12,198.0195638,"Rain, Partially cloudy"
33.2,27,30.1,80.5,1.664,100,8.33,13,1004.6,8,1,33,2423.05,6.2,174.0971267,"Rain, Partially cloudy"
36.9,28,30.8,65.3,0.149,100,4.17,14.8,1004.6,9,3,36,2011.24,8.9,170.8914249,"Rain, Partially cloudy"
19.4,12.5,16.3,90.6,0,0,0,11.2,1015,1,3,1,1476.78,6.9,265.6574742,Partially cloudy
16.3,11.4,13.5,92.2,0,0,0,9.3,1014.7,1,4,1,1244.7,4.9,288.9413777,Partially cloudy
